NA,NB,NC,VA,VB,VC,a_b,c,LAC,LBC,T,Nop,ZT
0.0,0.0,0.0,1.0,0.0,1.0,0.569331158238174,0.5228083849530295,0.9932126696832586,0.43963553530751714,0.6363636363636364,1.0,0.62
0.0,0.0,0.0,1.0,0.0,1.0,0.569331158238174,0.5228083849530295,0.9932126696832586,0.43963553530751714,0.7272727272727273,1.0,0.67
0.0,0.0,0.0,1.0,0.0,1.0,0.569331158238174,0.5228083849530295,0.9932126696832586,0.43963553530751714,0.8181818181818182,1.0,0.71
0.0,0.0,0.0,1.0,0.0,1.0,0.569331158238174,0.5228083849530295,0.9932126696832586,0.43963553530751714,0.9090909090909091,1.0,0.74
0.0,0.0,0.0,1.0,0.0,1.0,0.569331158238174,0.5228083849530295,0.9932126696832586,0.43963553530751714,1.0,1.0,0.76
0.0,0.0,0.0,1.0,1.0,0.5,0.5986949429037528,0.4860114041924764,0.6085972850678744,0.5626423690205008,0.0,0.0,0.02
0.0,0.0,0.0,1.0,1.0,0.5,0.5986949429037528,0.4860114041924764,0.6085972850678744,0.5626423690205008,0.09090909090909091,0.0,0.05
0.0,0.0,0.0,1.0,1.0,0.5,0.5986949429037528,0.4860114041924764,0.6085972850678744,0.5626423690205008,0.18181818181818182,0.0,0.1
0.0,0.0,0.0,1.0,1.0,0.5,0.5986949429037528,0.4860114041924764,0.6085972850678744,0.5626423690205008,0.2727272727272727,0.0,0.15
0.0,0.0,0.0,1.0,1.0,0.5,0.5986949429037528,0.4860114041924764,0.6085972850678744,0.5626423690205008,0.36363636363636365,0.0,0.21
0.0,0.0,0.0,1.0,1.0,0.5,0.5986949429037528,0.4860114041924764,0.6085972850678744,0.5626423690205008,0.45454545454545453,0.0,0.27
0.0,0.0,0.0,1.0,1.0,0.5,0.5986949429037528,0.4860114041924764,0.6085972850678744,0.5626423690205008,0.5454545454545454,0.0,0.32
0.0,0.0,0.0,1.0,1.0,0.5,0.5986949429037528,0.4860114041924764,0.6085972850678744,0.5626423690205008,0.6363636363636364,0.0,0.38
0.0,0.0,0.0,1.0,1.0,0.5,0.5986949429037528,0.4860114041924764,0.6085972850678744,0.5626423690205008,0.7272727272727273,0.0,0.43
0.0,0.0,0.0,1.0,1.0,0.5,0.5986949429037528,0.4860114041924764,0.6085972850678744,0.5626423690205008,0.8181818181818182,0.0,0.48
0.0,0.0,0.0,1.0,1.0,0.5,0.5986949429037528,0.4860114041924764,0.6085972850678744,0.5626423690205008,0.9090909090909091,0.0,0.52
0.0,0.0,0.0,1.0,1.0,0.5,0.5986949429037528,0.4860114041924764,0.6085972850678744,0.5626423690205008,1.0,0.0,0.56
0.0,1.0,1.0,0.25,0.5,1.0,0.6965742251223492,0.1699963079952414,0.4683257918552041,0.8041002277904321,0.0,1.0,0.02
0.0,1.0,1.0,0.25,0.5,1.0,0.6965742251223492,0.1699963079952414,0.4683257918552041,0.8041002277904321,0.09090909090909091,1.0,0.06
0.0,1.0,1.0,0.25,0.5,1.0,0.6965742251223492,0.1699963079952414,0.4683257918552041,0.8041002277904321,0.18181818181818182,1.0,0.14
0.0,1.0,1.0,0.25,0.5,1.0,0.6965742251223492,0.1699963079952414,0.4683257918552041,0.8041002277904321,0.2727272727272727,1.0,0.23
0.0,1.0,1.0,0.25,0.5,1.0,0.6965742251223492,0.1699963079952414,0.4683257918552041,0.8041002277904321,0.36363636363636365,1.0,0.34
0.0,1.0,1.0,0.25,0.5,1.0,0.6965742251223492,0.1699963079952414,0.4683257918552041,0.8041002277904321,0.45454545454545453,1.0,0.44
